speaker,dialog,debate_num
Pete Buttigieg, what we are doing or what we were doing in syria was keeping our word part of what makes it possible for the united states to get people to put their lives on the line to back us up is the idea that we will back them up too when i was deployed not just the afghan national army forces but the janitors put their lives on the line just by working with us forces i would have a hard time today looking an afghan civilian or soldier in the eye after what just happened over there and it is undermining the honor of our soldiers you take away,6
Anderson Cooper, thank you,6
Pete Buttigieg,  the honor of our soldiers you might as well go after their body armor next this president has betrayed american values,6
Anderson Cooper, thank you,6
Pete Buttigieg,  our credibility is in tatter i will restore us credibility before it is finally too late,6
Anderson Cooper, senator sanders is his turkey still a us ally should they remain in nato,6
Bernie Sanders, im sorry say that again,6
Anderson Cooper, is turkey is still a us ally should they remain in nato,6
Bernie Sanders, no turkey is not a us ally when they invade another country and engage in mass slaughter the crisis here as i think joe said and pete said is when you begin to betray people  and in terms of the kurds 11000 of them died fighting isis 20000 were wounded and the united states said we are with you were standing with you and then suddenly one day after a phone call with erdogan announced by tweet trump reverses that policy now you tell me what country in the world will trust the word of the president of the united states in other words what he has done is wreck our ability to do foreign policy to do military policy because nobody in the world will believe this pathological liar,6
Anderson Cooper, thank you senator,6
Pete Buttigieg, but this is really important because what this president has done shows that american leadership shapes the behavior of our allies or sometimes allies too remember the problem right now is not just with our competitors in for example a place like china the people of hong kong rise up for democracy and dont get a peep of support from the president its not just the behavior of adversaries like russia but our onetime allies like saudi arabia which the cia just concluded was responsible as we all knew for murdering and dismembering an american resident and journalist and turkey which was an american ally thats the point we had leverage but when we abandoned the international stage when we think our only choices are between endless war or total isolation the consequence is,6
Anderson Cooper, thank you mayor,6
Pete Buttigieg,  the disappearance of us leadership from the world stage and that makes this entire world a more dangerous place,6
Anderson Cooper, senator klobuchar should turkey remain in nato your response,6
Amy Klobuchar, we need to work with our allies to work with turkey and bring them out this is an outrageous thing that happened here and i think we need to talk about this a not only in terms of the horror of what happened here with turkey but the fact that our president blew it and now hes too proud to say it and what do we do now we continue that humanitarian aid but then we work with our allies to say come back turkey and stop this because what mayor pete has just said is true think about our other allies israel how do they feel right now donald trump is not true to his word when they are a beacon of democracy in the mideast think about our allies in europe when he pulls out of the iranian agreement and leaves them holding the bag and gives the power to china and russia,6
Anderson Cooper, thank you senator,6
Amy Klobuchar, think about the nuclear agreement with russia that he precipitously pulled out of this is part of a pattern its not an isolated incident,6
Anderson Cooper, thank you senator senator harris given that the us abandoned our kurdish allies what would you do as president to convince the rest of the world that we can still be trusted,6
Kamala Harris, thats a great question anderson because the commander in chief of the united states of america has as one of her greatest priorities and responsibilities to concern herself with the security of our nation and homeland i serve on the senate intelligence committee i have over a period of time received classified information about the threats to our security and hotspots around the world,6
Kamala Harris, what has happened in syria is yet again donald trump selling folks out and in this case he sold out the kurds who yes fought with us and thousands died in our fight against isis and lets be clear what donald trump has done because of that phone call with erdogan is basically giving 10000 isis fighters a get out of jail free card and you know who the winner is in this there are four russia iran assad and isis this is a crisis of donald trumps making and it is on a long list of crises of donald trumps making and thats why dude got to go and when i am commander in chief we will stop this madness,6
Anderson Cooper, secretary castro your response,6
Julian Castro, well i mean you asked the question of how are we going to get people to trust us again the first thing is weve got to boot donald trump out of the oval office so that people will trust us again you know i also want people to think the folks this week that saw those images of isis prisoners running free to think about how absurd it is that this president is caging kids on the border and effectively letting isis prisoners run free he has made a tremendous mistake a total disaster there in syria,6
Julian Castro, and just to connect the dots for a second if youre kim jong un for instance why in the world would you believe anything that this president says to contain your nuclear weapons program when he tore up an iran nuclear agreement that we just signed four years ago which was the strongest agreement to contain irans nuclear weapons program and now hes abandoned the very people that we gave our word to,6
Anderson Cooper, thank you,6
Julian Castro, i would make sure that we work with our allies to pressure syria,6
Anderson Cooper, thank you,6
Julian Castro,  to stop the aggression and i support efforts at stronger sanctions than this president has announced,6
Anderson Cooper, thank you mr secretary,6
Marc Lacey, senator booker the american intelligence community says that russia is trying to capitalize on the power vacuums around the world as were seeing right now in northern syria what specifically would you do as president to check vladimir putins power on the world stage,6
Senator Booker, so first of all understand that this president is turning the moral leadership of this country into a dumpster fire we literally have great generals like mattis who said on the world stage the united states of america there can be no better friend than the united states of america and no greater enemy than the united states of america this president has turned that upside down and now is doing things to undermine our critical alliances and partner with russia,6
Senator Booker, and so clearly to your question number one we cannot allow the russians to continue to grow and influence by abandoning the world stage we cannot allow russia to not only interfere in the democracies of the ukraine and latvia and lithuania but even not calling them out for their efforts to interfere in this democracy are unacceptable russia and putin understand strength and this president time and time again is showing moral weakness,6
Senator Booker, he makes promises to the american people that hes going to protect this nation well instead of doing something to defeat isis hes now given them a foothold again this is an american president that even right now is lying to the american public and saying hes bringing our troops home at the same time hes increasing true presence with the saudis while theyre involved in an unjust war that is killing tens of thousands of children in yemen this president is making us less safe he is partnering more with putin than he is with merkel and macron as president of the united states i will stop this and restore american integrity abroad,6
Marc Lacey, thank you senator vice president,6
Joe Biden, i think i may be doesnt make me any better or worse but may be the only person who spent extensive time alone with putin as well as with erdogan and erdogan understands that  you talk about should he stay in or out of nato he understands that hes out of nato hes in real trouble but the fact of the matter is we have been one willing in this administration because we have an erratic crazy president who knows not a damn thing about foreign policy and operates out of fear for his own reelection think whats happened the fact of the matter is you have russia influencing and trying to break up nato what does the president do he says i believe vladimir putin i dont believe our intelligence community,6
Bernie Sanders, are you suggesting im vladimir putin,6
Joe Biden, no no im not no no im not im not im not,6
Bernie Sanders, i know,6
Joe Biden, im not but here look but heres the deal think what that did he turns around and he questions whether or not hell keep the sacred commitment of article 5 for the nato members if he is reelected i promise you there will be no nato our security will be vastly underrated under  we will be in real trouble,6
Joe Biden, and with regard to regime change in syria that has not been the policy wed change the regime it has been to make sure that the regime did not wipe out hundreds and thousands of innocent people between there and the iraqi border and lastly and i apologize for going up but lastly what is happening in iraq is going to i mean excuse me in afghanistan as well as all the way over to syria we have isis its going to come here they are going to in fact damage the united states of america thats why we got involved in the first place and not ceded the whole area to assad and to the russians,6
Marc Lacey, thank you mr vice president congressman orourke senate democrats put out a report last year on russias hostile actions around the world they suggest the next president could fight back by publicly revealing what the us knows about putins corruption and work with allies to freeze his bank accounts would you take either of those actions even in the face of possible retaliation,6
Beto O’Rourke, yes we must be unafraid in ensuring that we hold russia accountable for invading the worlds greatest democracy and being able to do it thanks to donald trump functionally with impunity so far so much so that they are invading this democracy right now as we speak still at the invitation of this president so if there are not consequences we will continue to see this problem going forward,6
Beto O’Rourke, but in addition  to answer the previous question that you asked how do we stand up to russia on the global stage we do that by renewing our alliances and our friendships that is what makes america stronger there isnt enough money in this country there arent enough service members as brave and courageous as they are to do everything that we want to accomplish militarily around the world,6
Beto O’Rourke, and the kurds are case in point in fact because we turned our backs on them those kurds who fought for us in syria helped to defeat isis not just for themselves but for the united states of america it makes it more likely that we will have to send another generation of service members to fight those battles there,6
Beto O’Rourke, and then lastly as general mattis who was invoked earlier has said we have two powers one of intimidation and one of inspiration we need to now focus on that latter power and make sure that we invest in diplomacy in our state department and peacefully and nonviolently resolving our foreign policy goals not on the backs of 18 and 19 and 20 year olds anymore but making sure that our diplomats are invested in have the focus necessary by this next president to make sure that they can accomplish those goals for this country and for the world,6
Marc Lacey, thank you congressman mr steyer would you publicly reveal what the us knows about putins corruption or work to freeze his bank accounts please respond,6
Tom Steyer, absolutely as far as im concerned mr trumps america first program which involves having no plans having no process and having no partners is proved to be a disaster in syria its proved to be a disaster in terms of our response to russias attacking our democracy and more than that when we look at the problems around the world the idea that the united states is going to act unilaterally against a country without the support of our traditional allies makes absolutely no sense,6
Tom Steyer, lets go to the most important international problem that were facing which no one has brought up which is climate we cant solve the climate crisis in the united states by ourselves its an international crisis ive been working on it for 10 years taking on the corporations but we have to work with our allies and our frenemies around the world so if you look at what mr trump is doing of course hes been bought by the oil and gas companies but any problem that were going to do but specifically climate were going to have to lead the world morally were going to have to lead it technologically financially and commercially this is the proof that this kind of america first go it alone trust nobody and be untrustworthy is the worst idea ive ever heard and i would change it on day one in every single light,6
Marc Lacey, mr yang your response to putin and russia,6
Andrew Yang, of course we have to look at the chain of events how did we get here the fact is we were falling apart at home so we voted in donald trump and hes now led us down this dangerous path with erratic and unreliable foreign policy we have to let russia know look we get it weve tampered with other elections youve tampered with our elections and now it has to stop and if it does not stop we will take this as an act of hostility against the american people i believe most americans would support me on this,6
Andrew Yang, but russian hacking of our democracy is an illustration of the 21st century threats artificial intelligence cybersecurity climate change loose nuclear material military drones and nonstate actors these are the threats that are going to require our administration to catch up in terms of technology we all know we are decades behind the curve on technology we saw when mark zuckerberg testified at congress the nature of the questioning as commander in chief i will help pull us forward,6
Marc Lacey, thank you,6
Amy Klobuchar, marc i want to respond,6
Andrew Yang,  and thats going to be a huge responsibility of the next president,6
Marc Lacey, thank you mr yang,6
Amy Klobuchar, i want to respond to mr yang i dont see a moral equivalency between our country and russia vladimir putin is someone who has shot down planes over ukraine who has poisoned his opponent and we have not talked about what we need to do to protect ourselves from russia invading our election this wasnt meddling thats what i do when i call my daughter on a saturday night and ask her what shes doing sorry,6
Joe Biden, he has no soul,6
Amy Klobuchar, this was much more serious than that this was actually invading our election so to protect ourselves in 2020 what we need one backup paper ballots in every single state that is the bill that i need and we need to stop mitch mcconnell from stopping that from happening and then we need to stop the social media companies from running paid political ads including ones last time in rubles without having to say where those ads came from and who paid for them thats the honest ads act thats a bipartisan bill that i lead and we cant wait to become,6
Marc Lacey, thank you senator,6
Amy Klobuchar,  president to get that done we need to get it done now,6
Marc Lacey, thank you senator,6
Anderson Cooper, thank you we want to turn back to domestic issues in the epidemic of gun violence in this country were less than 100 miles from dayton ohio where two months ago a gunman killed nine people using an ar15 style weapon with a high capacity magazine congressman orourke in the last debate you said hell yes were going to take your ar15 your ak47 but when you were asked how youd enforce a mandatory buyback you said police wouldnt be going door to door so how exactly are you going to force people to give up their weapons you dont even know who has those weapons,6
Beto O’Rourke, look were going to make sure that the priority is saving the lives of our fellow americans i think almost everyone on this stage agrees that its not right and as president would seek to ban the sale of ar15s and ak47s those are weapons of war that they were designed to kill people effectively efficiently on a battlefield you mentioned the massacre in dayton nine people killed in under 40 seconds in el paso texas 22 were killed in under three minutes and the list goes on throughout the country,6
Beto O’Rourke, so if the logic begins with those weapons being too dangerous to sell then it must continue by acknowledging with 16 million ar15s and ak47s out there theyre also too dangerous to own every single one of them is a potential instrument of terror just ask hispanics in texas univision surveyed them more than 80 feared that they would be a victim of a mass terror attack like the one in el paso that was targeted at mexican americans and immigrants inspired in part by this presidents racism and hatred that hes directed at communities like mine in el paso,6
Anderson Cooper, congressman,6
Beto O’Rourke, so i expect my fellow americans to follow the law the same way that we enforce any provision any law that we have right now we dont go door to door to do anything in this country to enforce the law i expect republicans democrats gun owners non gun owners alike,6
Anderson Cooper, congressman let me follow up,6
Beto O’Rourke,  to respect and follow the law,6
Anderson Cooper, just to follow up your expectations aside your website says you will find people who dont give up their weapons that doesnt take those weapons off the streets so to be clear exactly how are you going to take away weapons from people who do not want to give them up and you dont know where they are,6
Beto O’Rourke, if someone does not turn in an ar15 or an ak47 one of these weapons of war or brings it out in public and brandishes it in an attempt to intimidate as we saw when we were at kent state recently then that weapon will be taken from them if they persist there will be other consequences from law enforcement but the expectation is that americans will follow the law i believe in this country i believe in my fellow americans i believe that they will do the right thing,6
Anderson Cooper, thank you mayor buttigieg just yesterday you referred to mandatory buybacks as confiscation and said that congressman orourke has been picking a fight to try to stay relevant your response on guns,6
Pete Buttigieg, well congressman you just made it clear that you dont know how this is actually going to take weapons off the streets if you can develop the plan further i think we can have a debate about it but we cant wait people are dying in the streets right now we cant wait for universal background checks that we finally have a shot to actually get through we cant wait to ban the sale of new weapons and high capacity magazines so we dont wind up with millions more of these things on the street we cant wait for red flag laws that are going to disarm domestic abusers and prevent suicides which are not being talked about nearly enough as a huge part of the gun violence epidemic in this country we cannot wait for purity tests we have to just get something done,6
Anderson Cooper, congressman orourke your response,6
Beto O’Rourke, this is not a purity test this is a country that loses 40000 of fellow americans every year to gun violence this is a crisis and weve got to do something about it and those challenges that you described are not mutually exclusive to the challenges that im describing i want to make sure we have universal background checks and red flag laws and that we end the sale of these weapons of war but to use the analogy of healthcare it would be as though we said look were for primary care but lets not talk about mental healthcare because thats a bridge too far people need that primary care now so lets save that for another day no lets decide what we are going to believe in what we are going to achieve and then lets bring this country together in order to do that listening to my fellow americans to those moms who demand action to those students who march for our lives who in fact came up with this extraordinary bold peace plan,6
Anderson Cooper, thank you congressman,6
Beto O’Rourke,  that calls for mandatory buybacks lets follow their inspiration and lead and not be limited by the polls and the consultants and the focus groups lets do whats right,6
Anderson Cooper, mayor buttigieg your response,6
Beto O’Rourke,  while we have time to do whats right,6
Anderson Cooper, mayor buttigieg,6
Pete Buttigieg, the problem isnt the polls the problem is the policy and i dont need lessons from you on courage political or personal everyone on this stage is determined to get something done everyone on this stage recognizes or at least i thought we did that the problem is not other democrats who dont agree with your particular idea of how to handle this the problem is the national rifle association and their enablers in congress and we should be united in taking the fight to them,6
Beto O’Rourke, thats a mischaracterization anderson ive got answered this never took you or anyone else on who disagrees with me on this issue but when you mayor buttigieg described this policy as a shiny object i dont care what that meant to me or my candidacy but to those who have survived gun violence those whove lost a loved one to an ar15 an ak47 march for our lives formed in the courage of students willing to stand up to the nra and conventional politics and polltested politicians that was a slap in the face to every single one of those groups and every single survivor of a mass casualty assault with an ar15 and an ak47 we must buy them back,6
Anderson Cooper, congressman thank,6
Pete Buttigieg, what we owe to those survivors is to actually deliver a solution im glad you offered up,6
Anderson Cooper, all right,6
Pete Buttigieg,  that analogy to healthcare because this is really important we are at the cusp of building a new american majority to actually do things that congressmen and senators have been talking about with almost no impact for my entire,6
Anderson Cooper, thank you mayor,6
Pete Buttigieg,  adult life no this is really important okay on guns we are this close to an assault weapons ban that would be huge,6
Pete Buttigieg,  guns we are this close to an assault weapons ban that would be huge and were going to get wrapped around the axle in a debate over whether its hell yes were going to take your guns we have an opportunity to deliver,6
Anderson Cooper, thank you ,6
Pete Buttigieg,  healthcare to everybody and someone on this stage was saying it doesnt count,6
Beto O’Rourke, ,6
Anderson Cooper, senator buttigieg i want to give other candidates a chance senator booker whats your response to mayor buttigieg,6
Senator Booker, look i again worry about how we talk to each other and about each other and what this last week has shown theres a young man in my neighborhood  i watched him grow up i lived in some high rise projects with him  named shahad and he was murdered on my block last year with an assault rifle im living with a sense of urgency on this problem because when i go home to my community like millions of americans we live in communities where these weapons where these gunshots are real every single day and i know where the american public is,6
Senator Booker, this is not about leadership this is why when i talk about things like gun licensing and point out the differences between us im not attacking people or their character or their courage on these issues we all have courage but its frustrating that when the american people 77 of americans agree on licensing we dont need leadership right now we just need folks who are going to stand up and follow where the people already are because there are millions of americans where this is a daily nightmare where were surrendering our freedoms,6
Anderson Cooper, thank you,6
Senator Booker,  to fear in this country this is the first time in american history this fall where we have sent our children to school the strongest nation on the planet earth and said to them we cant protect you,6
Anderson Cooper, thank you senator,6
Senator Booker,  so in school were going to teach you how to hide there are more duckandcover drills and shelterinplace drills in america now than fire drills,6
Anderson Cooper, thank you senator,6
Senator Booker, if im president of the united states i will bring an urgency to this issue and make sure we end the scourge of mass violence,6
Anderson Cooper, senator klobuchar senator warren supports a voluntary  excuse me senator klobuchar you support a voluntary buyback if im correct right,6
Amy Klobuchar, correct,6
Anderson Cooper, what is wrong with a mandatory buyback your response,6
Amy Klobuchar, i just keep thinking of how close we are to finally getting something done on this im looking at the mayor of dayton i met one of those survivors from that shooting 30 seconds nine people killed the public is with us on this in a big way the majority of trump voters want to see universal background checks right now the majority of hunters want to see us move forward with gun safety legislation there are three bills right now on mitch mcconnells desk the background check bill my bill to close the boyfriend loophole so domestic abusers dont get guns the bill to make it easier for police to vet people before they get a gun thats what we should be focusing on and i just dont want to screw this up when im president i do want to bring in an assault weapon ban and i do want to put a limitation on magazines so what happened in dayton ohio will never happen again but lets not mess this up with this fight,6
Anderson Cooper, senator warren you support a voluntary gun buyback of assault style weapons as well why not a mandatory one,6
Senator Warren, look i want to get what works done i want to use the method we used for example with machine guns we registered them we put in a huge penalty if you didnt register them and a huge tax on them and let people turn them in and it got machine guns out of the hands of people but the problem here that we need to focus on is first how widespread gun violence is as youve rightly identified its not just about mass shootings its what happens in neighborhoods all across this country,6
Senator Warren, it is about suicide it is about domestic violence this is not going to be a one and done that we do one thing or two things or three things and then were done we have to reduce gun violence overall and the question we have to ask is why hasnt it happened you say were so close we have been so close i stood in the united states senate in 2013 when 54 senators voted in favor of gun legislation,6
Anderson Cooper, thank you senator,6
Senator Warren,  and it didnt pass because of the filibuster,6
Anderson Cooper, senator,6
Senator Warren, weve got to attack the corruption and repeal the filibusters,6
Anderson Cooper, senator harris,6
Senator Warren,  or the gun industry will always have a veto over what happens,6
Anderson Cooper, senator harris you disagree with senator warren you think the buyback should be mandatory please respond,6
Kamala Harris, five million assault weapons are on the streets of america today during the course of this debate eight people will die from gun violence the leading cause of death of young black men in america is gun violence more than the top other six reasons totaled this is a serious matter i have personally hugged more mothers of homicide victims than i care to tell you i have looked at more autopsy photographs than i care to tell you i have attended more police officer funerals than i care to tell you,6
Kamala Harris, im done and we need action and congress has had years to act and failed because they do not have the courage when im elected ill give them 100 days to pull their act together put a bill on my desk for signature and if they dont i will take executive action and put in place a comprehensive background check requirement and ban the importation of assault weapons into our country because it is time to act,6
Anderson Cooper, vice president biden your response,6
Joe Biden, im the only one on this stage who has taken on the nra and beat them and beat them twice we were able to get assault weapons off the streets and not be able to be sold for 10 years recent studies show that mass violence went down when that occurred the way to deal with those guns and those ar15s and assault weapons that people own is to do what we did with the national firearms act as it related to machine guns you must register that weapon you must register it when you register it the likelihood of it being used diminishes exponentially im the only one that moved to make sure that we could not have a magazine that had more than 10 rounds in it ive done this i know how to get it done if you really want to get it done go after the gun manufacturers and take back the exemption they have of not being able to be sued that will ,6
Anderson Cooper, thank you mr vice president secretary castro the vast majority of homicides committed with a gun in this country are from hand guns not assault style weapons whats your plan to prevent those deaths,6
Julian Castro, thank you very much for the question you know i grew up in neighborhoods where it wasnt uncommon to hear gunshots at night and i can remember ducking into the back seat of a car when i was a freshman in high school across the street from my school my public school because folks were shooting at each other you know in the neighborhoods  let me answer this question about voluntary versus mandatory there are two problems i have with mandatory buybacks number one folks cant define it and if youre not going to door door to door then its not really mandatory,6
Julian Castro, but also in the places that i grew up in we werent exactly looking for another reason for cops to come banging on the door and yall saw a couple of days ago what happened to tatiana jefferson in fort worth cops showed up at 200 in the morning at her house when she was playing video games with her nephew he didnt even announce himself and within four seconds he shot her and killed her through her home window she was in her own home and so i am not going to give these police officers another reason to go door to door in certain communities because police violence is also gun violence and we need to address that,6
Anderson Cooper, senator castro thank you,6
Marc Lacey, turning to another key issue here in ohio and around the country the opioid epidemic senator klobuchar cnn reached out to ohio democratic voters for their most pressing questions bri a teacher in proctorville asks  in rural ohio the opioid epidemic has effected our communities and schools i have many high school students who have lost one or both parents to heroin teachers are on the front lines daily witnessing these tragedies how will you tackle this problem in general but specifically what will you offer people in rural communities where rehabilitation is not easily accessed and access to jobs is difficult,6
Amy Klobuchar, well i want to thank her for this question this is something that should never have happened to begin with i remember when i was a prosecutor these were not the kind of cases that were coming in our door and its gotten worse and worse and we now know why as the evidence is coming out of those lawsuits probably one of the most horrible things that i saw was the email from one of the pharma executives that actually said keep pumping them out theyre eating them like doritos,6
Amy Klobuchar, so my first answer to that question and which is included in my plan is that the people that should pay for this that should pay for the treatment are the very people that got people hooked and killed them in the first place and that is the people that are manufacturing these opioids thats the first way you can with a 2 cents per milligram tax bring in the money plus with the federal master settlement to help in rural areas where theyre so isolated and also in urban areas where its by the way not just opioids there are still meth issues and crack cocaine issues,6
Amy Klobuchar, this is personal for me my dad he struggled with alcoholism his whole life and by his third dwi they said to him the prosecutor youve got to face jail or youve got to go to treatment he picked treatment and he was pursued by grace he has been sober ever since and now hes 91 and in assisted living he said to me last year its hard to get a drink around here anyway but he still has an aa group that visits him there and so for me i believe that everyone in this country including the people in rural america have that same right to be pursued by grace,6
Marc Lacey, thank you senator mr steyer how would you address the opioid epidemic that exists here in ohio and around the country please respond,6
Tom Steyer, well i think this is one of the most heartbreaking experiences that americas had 72000 people died of opioid overdoses last year and thats not only a tragedy for them its a tragedy for their family and their communities and so i think we have to treat this as a health crisis we have to move the resources and the support there to try and help people but i think that senator klobuchar makes a good point the reason im running for president is that we have a broken government and we have a broken government because corporations have bought it,6
Tom Steyer, every single one of these conversations is about that broken government its about drug companies buying the government and getting what they want its about the gun manufacturers buying the government and get what we want we need to break the corporate stranglehold on our government ive put forward actual structural changes including term limits a national referendum the end to the idea that corporations are people and have the rights of american citizens politically and make it a lot easier to vote these corporations have taken over our government and 72000 deaths this year are the tragic result,6
Marc Lacey, thank you mr steyer mr yang you want to decriminalize the possession and use of small amounts of opioids including heroin how would that solve the crisis,6
Andrew Yang, thats exactly right and we have to recognize this is a disease of capitalism run amuck there was a point when there were more opiate prescriptions in the state of ohio than human beings in the state of ohio and for some reason the federal government thought that was appropriate they ended up levying a 600 million fine against purdue pharma which sounds like a lot of money until you realize that company made 30 billion they got a 2 fine and they killed tens of thousands of americans an hour so if the government turned a blind eye to this company spreading a plague among its people then the least we can do is put the resources to work in our communities so our people have a fighting chance to get well even though this is not a money problem we all know this is a human problem,6
Andrew Yang, part of helping people get the treatment that they need is to let them know that theyre not going to be referred to a prison cell they will be referred to treatment and counseling i talked to an emt in new hampshire and he said he saves the same addicts over and over again because the fact is after you save someone whos oding you just bring them back to their house and they od again the following week so we need to decriminalize opiates for personal use we have to let the country know this is not a personal failing this was a systemic government failing and then we need to open up safe consumption and safe injection sites around the country because they save lives,6
Marc Lacey, thank you mr yang congressman orourke is decriminalizing opioids part of the solution please respond,6
Beto O’Rourke, yes it is for many of the reasons that mr yang just described and also just from some personal experiences ive had as a member of congress where constituents of mine have come forward in some cases publicly at a town hall meeting to describe their addictions i remember a veteran telling me that he bought heroin off the street because he was originally prescribed an opioid at the va now imagine that veteran instead of being prescribed an opioid had been prescribed marijuana because we made that legal in america insured the va could prescribe it expunge the arrest records for those who have been arrested for possession and made sure that he was not prescribed something to which he would become addicted,6
Beto O’Rourke, i also want to agree with senator klobuchar until we hold those responsible accountable for their actions purdue pharma johnson amp johnson were going to continue to have this problem going on again so that veteran that i met and anyone with drug addiction today is not a problem for the criminal justice system theyre an opportunity for our public health system ,6
Marc Lacey, senator harris you want to hold the drug manufacturers that fueled the crisis accountable are you in favor of sending those drug company executives to jail,6
Kamala Harris, i am and i will tell you as a former prosecutor i do think of this as being a matter of justice and accountability because they are nothing more than some high level dope dealers they have been engaged  and ive seen it happen before ive taken on the pharmaceutical companies when i was attorney general of california and led the second largest department of justice ive seen what they do the eight biggest pharmaceutical companies and insurance companies last year profited 72 billion on the backs of people like the families that we are talking about that have been overwhelmed by this crisis which is a public health epidemic,6
Kamala Harris, and they knew what they were doing they were marketing false advertising they knew what they were pushing in communities and states like ohio without any concern about the repercussions because they were profiting and making big bucks and yes they should be held accountable this is a matter of justice and so as as president of the united states i would ensure that the united states department of justice understand that you want to deal with who is really a criminal lets end mass incarceration and end that failed war on drugs and lets go after these pharmaceutical companies for what theyve been doing to destroy our country in states like ohio,6
Marc Lacey, thank you senator secretary castro are you in favor of sending those drug company executives to prison please respond,6
Julian Castro, yes i am they need to be held accountable not only financially but also criminal penalties you know you can draw a straight line between making sure that we hold executives accountable whether its these drug manufacturers or wall street executives that should have been held accountable a decade and a half ago,6
Marc Lacey, thank you,6
Erin Burnett, now to the issue of candidates and their health senator sanders i want to start with you i want to start  were moving on senator im sorry,6
Bernie Sanders, im healthy im feeling great but i would like to respond to that question,6
Erin Burnett, i want to start by saying ,6
Senator Booker, and senator sanders is in favor of medical marijuana i want to make sure thats clear as well,6
Bernie Sanders, thank you,6
Erin Burnett, senator sanders this debate does mark your,6
Bernie Sanders, im not on it tonight ,6
Erin Burnett,  this debate sir does mark your return to the campaign trail go ahead and finish your point and then ill ask my question senator,6
Bernie Sanders, im more than happy to answer your question but i wanted to pick up on what kamala and cory and others have said lets take a deep breath take a look at this opioid epidemic you have the executive ceos of major pharmaceutical companies making tens of millions of dollars a year and in this particular case with the opioids they knew that they were selling a product to communities all over this country which were addicting people and killing them last year the top 10 drug companies made 69 billion in profit this is what unfettered capitalism is doing to this country and its not just the drug companies right now the ceos in the fossil fuel industry know full well that their product is destroying this world and they continue to make huge profits,6
Erin Burnett, senator,6
Bernie Sanders, that is why we need a political revolution,6
Erin Burnett, thank you senator,6
Bernie Sanders,  that says enough is enough to this behavior,6
Erin Burnett, senator we are all very glad youre feeling well as youve just said but there is a question on a lot of peoples minds and i want to address it tonight youre 78 years old and you just had a heart attack how do you reassure democratic voters that youre up to the stress of the presidency,6
Bernie Sanders, well let me invite you all to a major rally were having in queens new york berniesanderscom were going to have a special guest at that event and we are going to be mounting a vigorous campaign all over this country that is how i think i can reassure the american people but let me take this moment if i might to thank so many people from all over this country including many of my colleagues up here for their love for their prayers for their well wishes i just want to thank you from the bottom of my heart and im so happy to be back here with you this evening,6
Erin Burnett, vice president biden if youre elected you will turn 80 during your first term last month former president jimmy carter said he could not have undertaken the duties of the presidency at 80 years old why are you so sure that you can,6
Joe Biden, because ive watched it i know what the job is ive been engaged look one of the reasons im running is because of my age and my experience with it comes wisdom we need someone to take office this time around who on day one can stand on the world stage command the respect of world leaders from putin to our allies and know exactly what has to be done to get this country back on track it is required now more than any time in any of our lifetimes to have someone who has that capacity on day one thats one of the reasons why i decided to run why i decided to run this time because of i know what has to be done ive done it before ive been there,6
Joe Biden, when we pulled the nation out of the worst financial recession in history ive been there and ive got so many pieces of legislation passed including the affordable care act as well as making sure that we had the recovery act which kept us from going into depression i know what has to be done i will not need any on the job training the day i take office and i will release my medical records as i have 21 years of my tax records which no one else on this stage has done so that you can have full transparency as to my health and what i am doing,6
Erin Burnett, just to be clear mr vice president when will you release those records,6
Joe Biden, before the first vote,6
Erin Burnett, before iowa,6
Joe Biden, yes,6
Erin Burnett, not by the end of this year,6
Joe Biden, before iowa i mean look ive released them before i released 55 pages of my  im the only guy thats released anything up here,6
Erin Burnett, senator warren like senator sanders and vice president biden if you win the presidency you would be the oldest president ever inaugurated on a first term youll be 71 40 of democratic primary voters say they think a candidate under the age of 70 is more likely to defeat president trump what do you say to them,6
Senator Warren, well i say i will outwork outorganize and outlast anyone and that includes donald trump mike pence or whoever the republicans get stuck with look the way i see this the way were going to win is by addressing head on what millions of americans know in their bones and that is that the wealthy and the wellconnected have captured our democracy and theyre making it work for themselves and leaving everyone else behind political pundits and washington insiders and shoot people in our own party dont want to admit that,6
Senator Warren, they think that running some kind of vague campaign that nibbles around the edges of big problems in this country is a winning strategy they are wrong if all democrats can promise is after donald trump it will be business as usual then we will lose democrats win when we call out whats broken and we show how to fix it democrats will win when we fight for the things that touch peoples lives things like childcare and healthcare and housing costs democrats will win when we give people a reason to get in the fight,6
